timestamp,zone_id,zone_name,flow_rate_lpm,population
2026-01-05 19:16:09.537666,Z001,Central Zone,1910.13,150000
2026-01-05 19:31:09.537666,Z001,Central Zone,2014.14,150000
2026-01-05 19:46:09.537666,Z001,Central Zone,1796.98,150000
2026-01-05 20:01:09.537666,Z001,Central Zone,2285.11,150000
2026-01-05 20:16:09.537666,Z001,Central Zone,1874.33,150000
2026-01-05 20:31:09.537666,Z001,Central Zone,2002.49,150000
2026-01-05 20:46:09.537666,Z001,Central Zone,2220.86,150000
2026-01-05 21:01:09.537666,Z001,Central Zone,2336.16,150000
2026-01-05 21:16:09.537666,Z001,Central Zone,2224.52,150000
2026-01-05 21:31:09.537666,Z001,Central Zone,2028.27,150000
2026-01-05 21:46:09.537666,Z001,Central Zone,2146.77,150000
2026-01-05 22:01:09.537666,Z001,Central Zone,1165.51,150000
2026-01-05 22:16:09.537666,Z001,Central Zone,1091.26,150000
2026-01-05 22:31:09.537666,Z001,Central Zone,1147.24,150000
2026-01-05 22:46:09.537666,Z001,Central Zone,1105.74,150000
2026-01-05 23:01:09.537666,Z001,Central Zone,1247.43,150000
2026-01-05 23:16:09.537666,Z001,Central Zone,937.78,150000
2026-01-05 23:31:09.537666,Z001,Central Zone,983.9,150000
2026-01-05 23:46:09.537666,Z001,Central Zone,1228.57,150000
2026-01-06 00:01:09.537666,Z001,Central Zone,740.81,150000
2026-01-06 00:16:09.537666,Z001,Central Zone,555.08,150000
2026-01-06 00:31:09.537666,Z001,Central Zone,396.99,150000
2026-01-06 00:46:09.537666,Z001,Central Zone,510.4,150000
2026-01-06 01:01:09.537666,Z001,Central Zone,337.58,150000
2026-01-06 01:16:09.537666,Z001,Central Zone,531.03,150000
2026-01-06 01:31:09.537666,Z001,Central Zone,410.9,150000
2026-01-06 01:46:09.537666,Z001,Central Zone,342.06,150000
2026-01-06 02:01:09.537666,Z001,Central Zone,336.54,150000
2026-01-06 02:16:09.537666,Z001,Central Zone,387.16,150000
2026-01-06 02:31:09.537666,Z001,Central Zone,357.0,150000
2026-01-06 02:46:09.537666,Z001,Central Zone,210.14,150000
2026-01-06 03:01:09.537666,Z001,Central Zone,555.34,150000
2026-01-06 03:16:09.537666,Z001,Central Zone,335.22,150000
2026-01-06 03:31:09.537666,Z001,Central Zone,343.35,150000
2026-01-06 03:46:09.537666,Z001,Central Zone,580.66,150000
2026-01-06 04:01:09.537666,Z001,Central Zone,288.78,150000
2026-01-06 04:16:09.537666,Z001,Central Zone,577.12,150000
2026-01-06 04:31:09.537666,Z001,Central Zone,424.05,150000
2026-01-06 04:46:09.537666,Z001,Central Zone,436.14,150000
2026-01-06 05:01:09.537666,Z001,Central Zone,650.1,150000
2026-01-06 05:16:09.537666,Z001,Central Zone,386.95,150000
2026-01-06 05:31:09.537666,Z001,Central Zone,571.97,150000
2026-01-06 05:46:09.537666,Z001,Central Zone,337.56,150000
2026-01-06 06:01:09.537666,Z001,Central Zone,2449.51,150000
2026-01-06 06:16:09.537666,Z001,Central Zone,2197.72,150000
2026-01-06 06:31:09.537666,Z001,Central Zone,2315.0,150000
2026-01-06 06:46:09.537666,Z001,Central Zone,2134.45,150000
2026-01-06 07:01:09.537666,Z001,Central Zone,2201.03,150000
2026-01-06 07:16:09.537666,Z001,Central Zone,2204.28,150000
2026-01-06 07:31:09.537666,Z001,Central Zone,2200.22,150000
2026-01-06 07:46:09.537666,Z001,Central Zone,2174.02,150000
2026-01-06 08:01:09.537666,Z001,Central Zone,2244.82,150000
2026-01-06 08:16:09.537666,Z001,Central Zone,2211.27,150000
2026-01-06 08:31:09.537666,Z001,Central Zone,2468.1,150000
2026-01-06 08:46:09.537666,Z001,Central Zone,3439.37,150000
2026-01-06 09:01:09.537666,Z001,Central Zone,2185.88,150000
2026-01-06 09:16:09.537666,Z001,Central Zone,2238.86,150000
2026-01-06 09:31:09.537666,Z001,Central Zone,2229.19,150000
2026-01-06 09:46:09.537666,Z001,Central Zone,2131.48,150000
2026-01-06 10:01:09.537666,Z001,Central Zone,1300.52,150000
2026-01-06 10:16:09.537666,Z001,Central Zone,1295.5,150000
2026-01-06 10:31:09.537666,Z001,Central Zone,1154.31,150000
2026-01-06 10:46:09.537666,Z001,Central Zone,1325.34,150000
2026-01-06 11:01:09.537666,Z001,Central Zone,1484.36,150000
2026-01-06 11:16:09.537666,Z001,Central Zone,1144.33,150000
2026-01-06 11:31:09.537666,Z001,Central Zone,1420.49,150000
2026-01-06 11:46:09.537666,Z001,Central Zone,996.13,150000
2026-01-06 12:01:09.537666,Z001,Central Zone,1598.63,150000
2026-01-06 12:16:09.537666,Z001,Central Zone,1122.26,150000
2026-01-06 12:31:09.537666,Z001,Central Zone,1307.26,150000
2026-01-06 12:46:09.537666,Z001,Central Zone,1214.28,150000
2026-01-06 13:01:09.537666,Z001,Central Zone,1127.24,150000
2026-01-06 13:16:09.537666,Z001,Central Zone,1193.56,150000
2026-01-06 13:31:09.537666,Z001,Central Zone,1148.8,150000
2026-01-06 13:46:09.537666,Z001,Central Zone,1209.07,150000
2026-01-06 14:01:09.537666,Z001,Central Zone,1035.67,150000
2026-01-06 14:16:09.537666,Z001,Central Zone,1026.79,150000
2026-01-06 14:31:09.537666,Z001,Central Zone,1167.52,150000
2026-01-06 14:46:09.537666,Z001,Central Zone,1559.95,150000
2026-01-06 15:01:09.537666,Z001,Central Zone,1378.58,150000
2026-01-06 15:16:09.537666,Z001,Central Zone,1129.45,150000
2026-01-06 15:31:09.537666,Z001,Central Zone,1319.39,150000
2026-01-06 15:46:09.537666,Z001,Central Zone,1490.06,150000
2026-01-06 16:01:09.537666,Z001,Central Zone,998.2,150000
2026-01-06 16:16:09.537666,Z001,Central Zone,932.1,150000
2026-01-06 16:31:09.537666,Z001,Central Zone,2039.24,150000
2026-01-06 16:46:09.537666,Z001,Central Zone,1253.59,150000
2026-01-06 17:01:09.537666,Z001,Central Zone,1248.37,150000
2026-01-06 17:16:09.537666,Z001,Central Zone,1132.44,150000
2026-01-06 17:31:09.537666,Z001,Central Zone,1202.89,150000
2026-01-06 17:46:09.537666,Z001,Central Zone,1076.92,150000
2026-01-06 18:01:09.537666,Z001,Central Zone,2104.82,150000
2026-01-06 18:16:09.537666,Z001,Central Zone,1967.54,150000
2026-01-06 18:31:09.537666,Z001,Central Zone,1887.11,150000
2026-01-06 18:46:09.537666,Z001,Central Zone,1904.39,150000
2026-01-06 19:01:09.537666,Z001,Central Zone,2165.33,150000
2026-01-06 19:16:09.537666,Z001,Central Zone,2352.12,150000
2026-01-06 19:31:09.537666,Z001,Central Zone,1800.28,150000
2026-01-06 19:46:09.537666,Z001,Central Zone,1777.6,150000
2026-01-06 20:01:09.537666,Z001,Central Zone,2067.51,150000
2026-01-06 20:16:09.537666,Z001,Central Zone,2237.09,150000
2026-01-06 20:31:09.537666,Z001,Central Zone,1887.5,150000
2026-01-06 20:46:09.537666,Z001,Central Zone,2423.55,150000
2026-01-06 21:01:09.537666,Z001,Central Zone,1998.05,150000
2026-01-06 21:16:09.537666,Z001,Central Zone,1971.57,150000
2026-01-06 21:31:09.537666,Z001,Central Zone,1939.44,150000
2026-01-06 21:46:09.537666,Z001,Central Zone,2114.71,150000
2026-01-06 22:01:09.537666,Z001,Central Zone,1063.41,150000
2026-01-06 22:16:09.537666,Z001,Central Zone,1043.51,150000
2026-01-06 22:31:09.537666,Z001,Central Zone,1089.91,150000
2026-01-06 22:46:09.537666,Z001,Central Zone,1312.62,150000
2026-01-06 23:01:09.537666,Z001,Central Zone,1487.93,150000
2026-01-06 23:16:09.537666,Z001,Central Zone,1461.45,150000
2026-01-06 23:31:09.537666,Z001,Central Zone,1053.01,150000
2026-01-06 23:46:09.537666,Z001,Central Zone,1082.03,150000
2026-01-07 00:01:09.537666,Z001,Central Zone,645.33,150000
2026-01-07 00:16:09.537666,Z001,Central Zone,544.58,150000
2026-01-07 00:31:09.537666,Z001,Central Zone,440.4,150000
2026-01-07 00:46:09.537666,Z001,Central Zone,450.94,150000
2026-01-07 01:01:09.537666,Z001,Central Zone,474.99,150000
2026-01-07 01:16:09.537666,Z001,Central Zone,639.54,150000
2026-01-07 01:31:09.537666,Z001,Central Zone,445.89,150000
2026-01-07 01:46:09.537666,Z001,Central Zone,464.25,150000
2026-01-07 02:01:09.537666,Z001,Central Zone,475.15,150000
2026-01-07 02:16:09.537666,Z001,Central Zone,359.41,150000
2026-01-07 02:31:09.537666,Z001,Central Zone,556.28,150000
2026-01-07 02:46:09.537666,Z001,Central Zone,267.52,150000
2026-01-07 03:01:09.537666,Z001,Central Zone,327.94,150000
2026-01-07 03:16:09.537666,Z001,Central Zone,29.37,150000
2026-01-07 03:31:09.537666,Z001,Central Zone,434.41,150000
2026-01-07 03:46:09.537666,Z001,Central Zone,372.06,150000
2026-01-07 04:01:09.537666,Z001,Central Zone,571.97,150000
2026-01-07 04:16:09.537666,Z001,Central Zone,394.38,150000
2026-01-07 04:31:09.537666,Z001,Central Zone,701.63,150000
2026-01-07 04:46:09.537666,Z001,Central Zone,854.49,150000
2026-01-07 05:01:09.537666,Z001,Central Zone,189.96,150000
2026-01-07 05:16:09.537666,Z001,Central Zone,722.44,150000
2026-01-07 05:31:09.537666,Z001,Central Zone,553.19,150000
2026-01-07 05:46:09.537666,Z001,Central Zone,164.77,150000
2026-01-07 06:01:09.537666,Z001,Central Zone,2237.74,150000
2026-01-07 06:16:09.537666,Z001,Central Zone,2238.89,150000
2026-01-07 06:31:09.537666,Z001,Central Zone,2192.54,150000
2026-01-07 06:46:09.537666,Z001,Central Zone,2109.9,150000
2026-01-07 07:01:09.537666,Z001,Central Zone,2358.86,150000
2026-01-07 07:16:09.537666,Z001,Central Zone,2406.92,150000
2026-01-07 07:31:09.537666,Z001,Central Zone,2200.56,150000
2026-01-07 07:46:09.537666,Z001,Central Zone,2340.64,150000
2026-01-07 08:01:09.537666,Z001,Central Zone,2171.43,150000
2026-01-07 08:16:09.537666,Z001,Central Zone,2397.89,150000
2026-01-07 08:31:09.537666,Z001,Central Zone,2188.14,150000
2026-01-07 08:46:09.537666,Z001,Central Zone,2372.41,150000
2026-01-07 09:01:09.537666,Z001,Central Zone,2128.46,150000
2026-01-07 09:16:09.537666,Z001,Central Zone,2111.08,150000
2026-01-07 09:31:09.537666,Z001,Central Zone,2403.25,150000
2026-01-07 09:46:09.537666,Z001,Central Zone,2231.5,150000
2026-01-07 10:01:09.537666,Z001,Central Zone,1317.35,150000
2026-01-07 10:16:09.537666,Z001,Central Zone,851.48,150000
2026-01-07 10:31:09.537666,Z001,Central Zone,1605.47,150000
2026-01-07 10:46:09.537666,Z001,Central Zone,1025.79,150000
2026-01-07 11:01:09.537666,Z001,Central Zone,1269.64,150000
2026-01-07 11:16:09.537666,Z001,Central Zone,1250.78,150000
2026-01-07 11:31:09.537666,Z001,Central Zone,1250.14,150000
2026-01-07 11:46:09.537666,Z001,Central Zone,1263.49,150000
2026-01-07 12:01:09.537666,Z001,Central Zone,1365.34,150000
2026-01-07 12:16:09.537666,Z001,Central Zone,1232.67,150000
2026-01-07 12:31:09.537666,Z001,Central Zone,1168.06,150000
2026-01-07 12:46:09.537666,Z001,Central Zone,1149.92,150000
2026-01-07 13:01:09.537666,Z001,Central Zone,939.57,150000
2026-01-07 13:16:09.537666,Z001,Central Zone,1198.38,150000
2026-01-07 13:31:09.537666,Z001,Central Zone,1125.96,150000
2026-01-07 13:46:09.537666,Z001,Central Zone,1094.78,150000
2026-01-07 14:01:09.537666,Z001,Central Zone,948.71,150000
2026-01-07 14:16:09.537666,Z001,Central Zone,1155.04,150000
2026-01-07 14:31:09.537666,Z001,Central Zone,1238.68,150000
2026-01-07 14:46:09.537666,Z001,Central Zone,1199.02,150000
2026-01-07 15:01:09.537666,Z001,Central Zone,1126.1,150000
2026-01-07 15:16:09.537666,Z001,Central Zone,1401.75,150000
2026-01-07 15:31:09.537666,Z001,Central Zone,1318.32,150000
2026-01-07 15:46:09.537666,Z001,Central Zone,1468.4,150000
2026-01-07 16:01:09.537666,Z001,Central Zone,1410.53,150000
2026-01-07 16:16:09.537666,Z001,Central Zone,931.98,150000
2026-01-07 16:31:09.537666,Z001,Central Zone,1189.3,150000
2026-01-07 16:46:09.537666,Z001,Central Zone,1108.43,150000
2026-01-07 17:01:09.537666,Z001,Central Zone,953.27,150000
2026-01-07 17:16:09.537666,Z001,Central Zone,1248.75,150000
2026-01-07 17:31:09.537666,Z001,Central Zone,974.35,150000
2026-01-07 17:46:09.537666,Z001,Central Zone,1332.81,150000
2026-01-07 18:01:09.537666,Z001,Central Zone,2234.13,150000
2026-01-07 18:16:09.537666,Z001,Central Zone,2098.81,150000
2026-01-07 18:31:09.537666,Z001,Central Zone,2300.99,150000
2026-01-07 18:46:09.537666,Z001,Central Zone,2237.28,150000
2026-01-07 19:01:09.537666,Z001,Central Zone,1969.35,150000
2026-01-07 19:16:09.537666,Z001,Central Zone,1981.28,150000
2026-01-07 19:31:09.537666,Z001,Central Zone,2285.23,150000
2026-01-07 19:46:09.537666,Z001,Central Zone,2066.61,150000
2026-01-07 20:01:09.537666,Z001,Central Zone,2176.11,150000
2026-01-07 20:16:09.537666,Z001,Central Zone,2078.58,150000
2026-01-07 20:31:09.537666,Z001,Central Zone,2262.11,150000
2026-01-07 20:46:09.537666,Z001,Central Zone,2226.35,150000
2026-01-07 21:01:09.537666,Z001,Central Zone,2111.03,150000
2026-01-07 21:16:09.537666,Z001,Central Zone,2041.53,150000
2026-01-07 21:31:09.537666,Z001,Central Zone,1781.59,150000
2026-01-07 21:46:09.537666,Z001,Central Zone,2213.15,150000
2026-01-07 22:01:09.537666,Z001,Central Zone,1214.09,150000
2026-01-07 22:16:09.537666,Z001,Central Zone,1115.48,150000
2026-01-07 22:31:09.537666,Z001,Central Zone,1301.7,150000
2026-01-07 22:46:09.537666,Z001,Central Zone,1310.47,150000
2026-01-07 23:01:09.537666,Z001,Central Zone,1406.81,150000
2026-01-07 23:16:09.537666,Z001,Central Zone,1287.58,150000
2026-01-07 23:31:09.537666,Z001,Central Zone,1252.11,150000
2026-01-07 23:46:09.537666,Z001,Central Zone,1023.24,150000
2026-01-08 00:01:09.537666,Z001,Central Zone,551.12,150000
2026-01-08 00:16:09.537666,Z001,Central Zone,331.98,150000
2026-01-08 00:31:09.537666,Z001,Central Zone,315.31,150000
2026-01-08 00:46:09.537666,Z001,Central Zone,232.57,150000
2026-01-08 01:01:09.537666,Z001,Central Zone,363.32,150000
2026-01-08 01:16:09.537666,Z001,Central Zone,682.28,150000
2026-01-08 01:31:09.537666,Z001,Central Zone,488.14,150000
2026-01-08 01:46:09.537666,Z001,Central Zone,742.64,150000
2026-01-08 02:01:09.537666,Z001,Central Zone,318.61,150000
2026-01-08 02:16:09.537666,Z001,Central Zone,421.5,150000
2026-01-08 02:31:09.537666,Z001,Central Zone,335.3,150000
2026-01-08 02:46:09.537666,Z001,Central Zone,362.04,150000
2026-01-08 03:01:09.537666,Z001,Central Zone,391.89,150000
2026-01-08 03:16:09.537666,Z001,Central Zone,372.54,150000
2026-01-08 03:31:09.537666,Z001,Central Zone,603.48,150000
2026-01-08 03:46:09.537666,Z001,Central Zone,500.92,150000
2026-01-08 04:01:09.537666,Z001,Central Zone,297.31,150000
2026-01-08 04:16:09.537666,Z001,Central Zone,531.43,150000
2026-01-08 04:31:09.537666,Z001,Central Zone,522.59,150000
2026-01-08 04:46:09.537666,Z001,Central Zone,574.85,150000
2026-01-08 05:01:09.537666,Z001,Central Zone,344.97,150000
2026-01-08 05:16:09.537666,Z001,Central Zone,459.6,150000
2026-01-08 05:31:09.537666,Z001,Central Zone,654.83,150000
2026-01-08 05:46:09.537666,Z001,Central Zone,542.29,150000
2026-01-08 06:01:09.537666,Z001,Central Zone,2303.78,150000
2026-01-08 06:16:09.537666,Z001,Central Zone,2229.0,150000
2026-01-08 06:31:09.537666,Z001,Central Zone,2247.76,150000
2026-01-08 06:46:09.537666,Z001,Central Zone,2143.31,150000
2026-01-08 07:01:09.537666,Z001,Central Zone,2339.05,150000
2026-01-08 07:16:09.537666,Z001,Central Zone,2396.85,150000
2026-01-08 07:31:09.537666,Z001,Central Zone,2163.53,150000
2026-01-08 07:46:09.537666,Z001,Central Zone,2118.17,150000
2026-01-08 08:01:09.537666,Z001,Central Zone,2150.48,150000
2026-01-08 08:16:09.537666,Z001,Central Zone,2137.39,150000
2026-01-08 08:31:09.537666,Z001,Central Zone,2212.02,150000
2026-01-08 08:46:09.537666,Z001,Central Zone,2395.64,150000
2026-01-08 09:01:09.537666,Z001,Central Zone,2168.28,150000
2026-01-08 09:16:09.537666,Z001,Central Zone,2360.71,150000
2026-01-08 09:31:09.537666,Z001,Central Zone,2233.46,150000
2026-01-08 09:46:09.537666,Z001,Central Zone,2420.21,150000
2026-01-08 10:01:09.537666,Z001,Central Zone,1344.23,150000
2026-01-08 10:16:09.537666,Z001,Central Zone,1175.95,150000
2026-01-08 10:31:09.537666,Z001,Central Zone,1126.5,150000
2026-01-08 10:46:09.537666,Z001,Central Zone,1512.69,150000
2026-01-08 11:01:09.537666,Z001,Central Zone,1160.59,150000
2026-01-08 11:16:09.537666,Z001,Central Zone,1017.62,150000
2026-01-08 11:31:09.537666,Z001,Central Zone,1134.47,150000
2026-01-08 11:46:09.537666,Z001,Central Zone,1229.61,150000
2026-01-08 12:01:09.537666,Z001,Central Zone,1189.06,150000
2026-01-08 12:16:09.537666,Z001,Central Zone,1143.65,150000
2026-01-08 12:31:09.537666,Z001,Central Zone,1223.75,150000
2026-01-08 12:46:09.537666,Z001,Central Zone,1165.26,150000
2026-01-08 13:01:09.537666,Z001,Central Zone,1103.14,150000
2026-01-08 13:16:09.537666,Z001,Central Zone,1189.72,150000
2026-01-08 13:31:09.537666,Z001,Central Zone,1305.19,150000
2026-01-08 13:46:09.537666,Z001,Central Zone,1385.59,150000
2026-01-08 14:01:09.537666,Z001,Central Zone,1164.09,150000
2026-01-08 14:16:09.537666,Z001,Central Zone,1101.94,150000
2026-01-08 14:31:09.537666,Z001,Central Zone,1331.12,150000
2026-01-08 14:46:09.537666,Z001,Central Zone,1439.65,150000
2026-01-08 15:01:09.537666,Z001,Central Zone,1243.25,150000
2026-01-08 15:16:09.537666,Z001,Central Zone,1083.26,150000
2026-01-08 15:31:09.537666,Z001,Central Zone,1265.83,150000
2026-01-08 15:46:09.537666,Z001,Central Zone,1153.26,150000
2026-01-08 16:01:09.537666,Z001,Central Zone,952.95,150000
2026-01-08 16:16:09.537666,Z001,Central Zone,1285.63,150000
2026-01-08 16:31:09.537666,Z001,Central Zone,1199.25,150000
2026-01-08 16:46:09.537666,Z001,Central Zone,983.91,150000
2026-01-08 17:01:09.537666,Z001,Central Zone,1193.68,150000
2026-01-08 17:16:09.537666,Z001,Central Zone,1265.0,150000
2026-01-08 17:31:09.537666,Z001,Central Zone,1321.78,150000
2026-01-08 17:46:09.537666,Z001,Central Zone,1323.35,150000
2026-01-08 18:01:09.537666,Z001,Central Zone,2031.35,150000
2026-01-08 18:16:09.537666,Z001,Central Zone,2222.18,150000
2026-01-08 18:31:09.537666,Z001,Central Zone,2064.67,150000
2026-01-08 18:46:09.537666,Z001,Central Zone,2234.9,150000
2026-01-08 19:01:09.537666,Z001,Central Zone,1881.3,150000
2026-01-08 19:16:09.537666,Z001,Central Zone,1966.6,150000
2026-01-08 19:31:09.537666,Z001,Central Zone,2078.91,150000
2026-01-08 19:46:09.537666,Z001,Central Zone,2290.6,150000
2026-01-08 20:01:09.537666,Z001,Central Zone,2318.96,150000
2026-01-08 20:16:09.537666,Z001,Central Zone,1976.58,150000
2026-01-08 20:31:09.537666,Z001,Central Zone,1983.26,150000
2026-01-08 20:46:09.537666,Z001,Central Zone,2026.98,150000
2026-01-08 21:01:09.537666,Z001,Central Zone,2243.13,150000
2026-01-08 21:16:09.537666,Z001,Central Zone,2012.56,150000
2026-01-08 21:31:09.537666,Z001,Central Zone,2061.9,150000
2026-01-08 21:46:09.537666,Z001,Central Zone,2275.12,150000
2026-01-08 22:01:09.537666,Z001,Central Zone,1058.04,150000
2026-01-08 22:16:09.537666,Z001,Central Zone,1249.0,150000
2026-01-08 22:31:09.537666,Z001,Central Zone,1163.31,150000
2026-01-08 22:46:09.537666,Z001,Central Zone,1294.68,150000
2026-01-08 23:01:09.537666,Z001,Central Zone,1129.12,150000
2026-01-08 23:16:09.537666,Z001,Central Zone,1195.83,150000
2026-01-08 23:31:09.537666,Z001,Central Zone,1261.48,150000
2026-01-08 23:46:09.537666,Z001,Central Zone,1462.77,150000
2026-01-09 00:01:09.537666,Z001,Central Zone,310.1,150000
2026-01-09 00:16:09.537666,Z001,Central Zone,285.08,150000
2026-01-09 00:31:09.537666,Z001,Central Zone,367.99,150000
2026-01-09 00:46:09.537666,Z001,Central Zone,673.68,150000
2026-01-09 01:01:09.537666,Z001,Central Zone,552.39,150000
2026-01-09 01:16:09.537666,Z001,Central Zone,510.59,150000
2026-01-09 01:31:09.537666,Z001,Central Zone,526.2,150000
2026-01-09 01:46:09.537666,Z001,Central Zone,563.96,150000
2026-01-09 02:01:09.537666,Z001,Central Zone,697.24,150000
2026-01-09 02:16:09.537666,Z001,Central Zone,475.47,150000
2026-01-09 02:31:09.537666,Z001,Central Zone,230.92,150000
2026-01-09 02:46:09.537666,Z001,Central Zone,502.57,150000
2026-01-09 03:01:09.537666,Z001,Central Zone,485.83,150000
2026-01-09 03:16:09.537666,Z001,Central Zone,426.11,150000
2026-01-09 03:31:09.537666,Z001,Central Zone,542.23,150000
2026-01-09 03:46:09.537666,Z001,Central Zone,344.78,150000
2026-01-09 04:01:09.537666,Z001,Central Zone,356.77,150000
2026-01-09 04:16:09.537666,Z001,Central Zone,830.0,150000
2026-01-09 04:31:09.537666,Z001,Central Zone,598.12,150000
2026-01-09 04:46:09.537666,Z001,Central Zone,450.83,150000
2026-01-09 05:01:09.537666,Z001,Central Zone,641.29,150000
2026-01-09 05:16:09.537666,Z001,Central Zone,402.4,150000
2026-01-09 05:31:09.537666,Z001,Central Zone,248.72,150000
2026-01-09 05:46:09.537666,Z001,Central Zone,397.1,150000
2026-01-09 06:01:09.537666,Z001,Central Zone,2313.75,150000
2026-01-09 06:16:09.537666,Z001,Central Zone,2153.89,150000
2026-01-09 06:31:09.537666,Z001,Central Zone,1968.69,150000
2026-01-09 06:46:09.537666,Z001,Central Zone,2323.41,150000
2026-01-09 07:01:09.537666,Z001,Central Zone,2307.4,150000
2026-01-09 07:16:09.537666,Z001,Central Zone,2180.0,150000
2026-01-09 07:31:09.537666,Z001,Central Zone,2231.62,150000
2026-01-09 07:46:09.537666,Z001,Central Zone,2302.88,150000
2026-01-09 08:01:09.537666,Z001,Central Zone,2174.52,150000
2026-01-09 08:16:09.537666,Z001,Central Zone,2157.0,150000
2026-01-09 08:31:09.537666,Z001,Central Zone,1886.27,150000
2026-01-09 08:46:09.537666,Z001,Central Zone,2068.44,150000
2026-01-09 09:01:09.537666,Z001,Central Zone,2127.83,150000
2026-01-09 09:16:09.537666,Z001,Central Zone,2017.23,150000
2026-01-09 09:31:09.537666,Z001,Central Zone,2251.58,150000
2026-01-09 09:46:09.537666,Z001,Central Zone,2266.51,150000
2026-01-09 10:01:09.537666,Z001,Central Zone,1470.47,150000
2026-01-09 10:16:09.537666,Z001,Central Zone,1122.35,150000
2026-01-09 10:31:09.537666,Z001,Central Zone,1379.15,150000
2026-01-09 10:46:09.537666,Z001,Central Zone,1194.57,150000
2026-01-09 11:01:09.537666,Z001,Central Zone,1261.27,150000
2026-01-09 11:16:09.537666,Z001,Central Zone,1198.09,150000
2026-01-09 11:31:09.537666,Z001,Central Zone,1193.68,150000
2026-01-09 11:46:09.537666,Z001,Central Zone,1290.48,150000
2026-01-09 12:01:09.537666,Z001,Central Zone,1090.79,150000
2026-01-09 12:16:09.537666,Z001,Central Zone,919.36,150000
2026-01-09 12:31:09.537666,Z001,Central Zone,1316.88,150000
2026-01-09 12:46:09.537666,Z001,Central Zone,1107.5,150000
2026-01-09 13:01:09.537666,Z001,Central Zone,1227.19,150000
2026-01-09 13:16:09.537666,Z001,Central Zone,1192.88,150000
2026-01-09 13:31:09.537666,Z001,Central Zone,1149.7,150000
2026-01-09 13:46:09.537666,Z001,Central Zone,1112.43,150000
2026-01-09 14:01:09.537666,Z001,Central Zone,1250.29,150000
2026-01-09 14:16:09.537666,Z001,Central Zone,1097.53,150000
2026-01-09 14:31:09.537666,Z001,Central Zone,1139.24,150000
2026-01-09 14:46:09.537666,Z001,Central Zone,1360.66,150000
2026-01-09 15:01:09.537666,Z001,Central Zone,1438.38,150000
2026-01-09 15:16:09.537666,Z001,Central Zone,1229.95,150000
2026-01-09 15:31:09.537666,Z001,Central Zone,1067.81,150000
2026-01-09 15:46:09.537666,Z001,Central Zone,1332.63,150000
2026-01-09 16:01:09.537666,Z001,Central Zone,1509.48,150000
2026-01-09 16:16:09.537666,Z001,Central Zone,1326.84,150000
2026-01-09 16:31:09.537666,Z001,Central Zone,1373.68,150000
2026-01-09 16:46:09.537666,Z001,Central Zone,1319.96,150000
2026-01-09 17:01:09.537666,Z001,Central Zone,1228.51,150000
2026-01-09 17:16:09.537666,Z001,Central Zone,1480.48,150000
